Fish_Name,Market,Standard,Catch,Ave_Value,Fish_Body_Composition_L,Fish_Body_Composition_M,Fish_Body_Composition_S,Fish_Body_Composition_XS,Date
生かれい類,長崎,生鮮,0.4,424,,,,,2021-01-21
生かれい類,長崎,生鮮,0.4,390,,,,,2021-01-23
生かれい類,長崎,生鮮,0.5,402,,,,,2020-12-23
生かれい類,長崎,生鮮,0.5,407,,,,,2020-12-12
生かれい類,長崎,生鮮,0.6,372,,,,,2021-01-29
生かれい類,長崎,生鮮,1.2,180,,,,,2020-08-18
生さわら類,長崎,生鮮,3.1,104,,,,,2020-09-14
生さわら類,長崎,生鮮,2.4,107,,,,,2020-09-12
生さわら類,長崎,生鮮,2.4,181,,,,,2020-09-21
生さわら類,長崎,生鮮,22.1,602,,,,,2020-10-21
生さわら類,長崎,生鮮,9.6,230,,,,,2020-10-17
生さわら類,長崎,生鮮,3.2,161,,,,,2020-11-07
生さわら類,長崎,生鮮,2.4,299,,,,,2021-02-12
生さわら類,長崎,生鮮,0.0,885,,,,,2020-08-18
生さわら類,長崎,生鮮,0.0,712,,,,,2020-08-17
生さわら類,長崎,生鮮,0.0,720,,,,,2020-10-10
生さわら類,長崎,生鮮,0.0,532,,,,,2020-10-31
生さわら類,長崎,生鮮,0.0,421,,,,,2020-10-24
生さわら類,長崎,生鮮,0.0,"1,230",,,,,2020-12-30
生さわら類,長崎,生鮮,0.0,648,,,,,2021-01-30
生さわら類,長崎,生鮮,0.1,542,,,,,2020-08-21
生さわら類,長崎,生鮮,0.1,463,,,,,2020-11-02
生さわら類,長崎,生鮮,0.1,464,,,,,2020-11-21
生さわら類,長崎,生鮮,0.1,597,,,,,2020-12-15
生さわら類,長崎,生鮮,0.1,664,,,,,2021-01-06
生さわら類,長崎,生鮮,0.1,951,,,,,2021-01-14
生さわら類,長崎,生鮮,0.1,442,,,,,2021-01-19
生さわら類,長崎,生鮮,0.1,622,,,,,2021-01-29
生さわら類,長崎,生鮮,0.1,787,,,,,2021-02-02
生さわら類,長崎,生鮮,0.1,590,,,,,2020-12-29
生さわら類,長崎,生鮮,0.1,446,,,,,2021-01-23
生さわら類,長崎,生鮮,0.1,617,,,,,2021-02-09
生さわら類,長崎,生鮮,0.1,646,,,,,2021-02-19
生さわら類,長崎,生鮮,0.1,978,,,,,2021-02-25
生さわら類,長崎,生鮮,0.1,"1,620",,,,,2021-03-02
生さわら類,長崎,生鮮,0.1,900,,,,,2021-03-06
生さわら類,長崎,生鮮,0.2,470,,,,,2020-12-16
生さわら類,長崎,生鮮,0.2,555,,,,,2020-12-17
生さわら類,長崎,生鮮,0.2,649,,,,,2021-01-26
生さわら類,長崎,生鮮,0.3,261,,,,,2020-11-19
生さわら類,長崎,生鮮,0.3,570,,,,,2020-11-20
生さわら類,長崎,生鮮,0.3,515,,,,,2020-11-27
生さわら類,長崎,生鮮,0.3,399,,,,,2020-11-23
生さわら類,長崎,生鮮,0.3,531,,,,,2020-12-18
生さわら類,長崎,生鮮,0.4,378,,,,,2020-12-11
生さわら類,長崎,生鮮,0.5,182,,,,,2020-09-19
生さわら類,長崎,生鮮,0.5,282,,,,,2020-10-30
生さわら類,長崎,生鮮,0.5,493,,,,,2020-11-04
生さわら類,長崎,生鮮,0.5,450,,,,,2020-11-09
生さわら類,長崎,生鮮,0.5,366,,,,,2020-11-28
生さわら類,長崎,生鮮,0.5,418,,,,,2020-12-05
生さわら類,長崎,生鮮,0.5,516,,,,,2020-12-23
生さわら類,長崎,生鮮,0.5,378,,,,,2020-12-12
生さわら類,長崎,生鮮,0.6,111,,,,,2020-09-15
生さわら類,長崎,生鮮,0.6,369,,,,,2020-09-29
生さわら類,長崎,生鮮,0.6,422,,,,,2020-12-14
生さわら類,長崎,生鮮,0.7,284,,,,,2020-11-05
生さわら類,長崎,生鮮,0.7,325,,,,,2020-11-06
生さわら類,長崎,生鮮,0.7,487,,,,,2021-01-13
生さわら類,長崎,生鮮,0.8,301,,,,,2020-10-14
生さわら類,長崎,生鮮,0.8,321,,,,,2020-11-14
生さわら類,長崎,生鮮,0.8,427,,,,,2020-12-19
生さわら類,長崎,生鮮,0.8,360,,,,,2021-01-16
生さわら類,長崎,生鮮,0.9,229,,,,,2020-10-28
生さわら類,長崎,生鮮,0.9,272,,,,,2020-11-12
生さわら類,長崎,生鮮,1.0,231,,,,,2020-11-25
生さわら類,長崎,生鮮,1.1,389,,,,,2021-01-21
生さわら類,長崎,生鮮,1.2,254,,,,,2020-11-11
生さわら類,長崎,生鮮,1.2,181,,,,,2020-11-24
生さわら類,長崎,生鮮,1.3,208,,,,,2020-09-28
生さわら類,長崎,生鮮,1.4,231,,,,,2021-02-13
生さわら類,長崎,生鮮,2.0,241,,,,,2021-02-06
生タチウオ,長崎,生鮮,2.6,582,,,,,2020-08-21
生タチウオ,長崎,生鮮,6.5,264,,,,,2020-09-14
生タチウオ,長崎,生鮮,10.4,237,,,,,2020-09-12
生タチウオ,長崎,生鮮,2.8,482,,,,,2020-09-15
生タチウオ,長崎,生鮮,2.2,823,,,,,2020-09-21
生タチウオ,長崎,生鮮,5.3,253,,,,,2020-10-14
生タチウオ,長崎,生鮮,7.2,109,,,,,2020-10-21
生タチウオ,長崎,生鮮,3.2,645,,,,,2020-10-28
生タチウオ,長崎,生鮮,2.4,489,,,,,2020-11-06
生タチウオ,長崎,生鮮,8.9,94,,,,,2020-10-17
生タチウオ,長崎,生鮮,4.7,666,,,,,2020-11-07
生タチウオ,長崎,生鮮,7.3,346,,,,,2020-11-09
生タチウオ,長崎,生鮮,4.2,286,,,,,2020-11-11
生タチウオ,長崎,生鮮,5.0,251,,,,,2020-11-12
生タチウオ,長崎,生鮮,5.0,244,,,,,2020-11-19
生タチウオ,長崎,生鮮,3.1,628,,,,,2020-11-24
生タチウオ,長崎,生鮮,4.0,551,,,,,2020-11-27
生タチウオ,長崎,生鮮,2.8,292,,,,,2020-11-14
生タチウオ,長崎,生鮮,4.2,327,,,,,2020-11-23
生タチウオ,長崎,生鮮,3.0,551,,,,,2020-11-28
生タチウオ,長崎,生鮮,2.4,614,,,,,2020-12-05
生タチウオ,長崎,生鮮,2.3,438,,,,,2020-12-11
生タチウオ,長崎,生鮮,2.3,351,,,,,2020-12-23
生タチウオ,長崎,生鮮,4.0,303,,,,,2020-12-12
生タチウオ,長崎,生鮮,7.7,171,,,,,2020-12-19
生タチウオ,長崎,生鮮,2.6,655,,,,,2020-12-14
生タチウオ,長崎,生鮮,5.2,688,,,,,2021-02-12
生タチウオ,長崎,生鮮,2.5,875,,,,,2021-02-06
生タチウオ,長崎,生鮮,6.3,903,,,,,2021-02-13
生タチウオ,長崎,生鮮,0.1,"1,111",,,,,2020-10-09
生タチウオ,長崎,生鮮,0.1,840,,,,,2020-10-24
生タチウオ,長崎,生鮮,0.1,"1,168",,,,,2021-01-30
生タチウオ,長崎,生鮮,0.2,"1,137",,,,,2020-10-10
生タチウオ,長崎,生鮮,0.2,802,,,,,2020-12-16
生タチウオ,長崎,生鮮,0.2,"1,093",,,,,2021-01-19
生タチウオ,長崎,生鮮,0.2,706,,,,,2020-12-29
生タチウオ,長崎,生鮮,0.2,817,,,,,2020-12-30
生タチウオ,長崎,生鮮,0.4,"1,387",,,,,2020-08-17
生タチウオ,長崎,生鮮,0.4,"1,306",,,,,2020-09-19
生タチウオ,長崎,生鮮,0.5,"1,004",,,,,2020-10-31
生タチウオ,長崎,生鮮,0.5,817,,,,,2020-12-15
生タチウオ,長崎,生鮮,0.5,"1,419",,,,,2021-03-06
生タチウオ,長崎,生鮮,0.6,920,,,,,2020-09-29
生タチウオ,長崎,生鮮,0.6,"1,002",,,,,2020-11-02
生タチウオ,長崎,生鮮,0.6,683,,,,,2020-11-20
生タチウオ,長崎,生鮮,0.6,631,,,,,2020-12-17
生タチウオ,長崎,生鮮,0.6,"1,461",,,,,2021-01-29
生タチウオ,長崎,生鮮,0.7,645,,,,,2020-11-21
生タチウオ,長崎,生鮮,0.7,"1,430",,,,,2021-01-06
生タチウオ,長崎,生鮮,0.7,"1,096",,,,,2021-01-14
生タチウオ,長崎,生鮮,0.7,937,,,,,2021-01-23
生タチウオ,長崎,生鮮,0.7,688,,,,,2021-02-25
生タチウオ,長崎,生鮮,0.8,"1,199",,,,,2021-01-26
生タチウオ,長崎,生鮮,0.9,"1,317",,,,,2020-09-28
生タチウオ,長崎,生鮮,1.0,454,,,,,2020-11-05
生タチウオ,長崎,生鮮,1.0,"1,104",,,,,2021-02-02
生タチウオ,長崎,生鮮,1.1,941,,,,,2021-01-13
生タチウオ,長崎,生鮮,1.2,"1,063",,,,,2020-11-04
生タチウオ,長崎,生鮮,1.4,"1,073",,,,,2021-02-09
生タチウオ,長崎,生鮮,1.5,379,,,,,2020-12-18
生タチウオ,長崎,生鮮,1.5,"1,296",,,,,2021-03-02
生タチウオ,長崎,生鮮,1.6,864,,,,,2020-10-30
生タチウオ,長崎,生鮮,1.9,89,,,,,2020-08-18
生タチウオ,長崎,生鮮,1.9,763,,,,,2021-01-16
生タチウオ,長崎,生鮮,2.0,531,,,,,2020-11-25
生マイワシ,長崎,生鮮,71.3,48,,,,,2020-09-21
生マイワシ,長崎,生鮮,158.4,38,,,,,2020-10-21
生マイワシ,長崎,生鮮,24.6,110,,,,,2020-10-28
生マイワシ,長崎,生鮮,3.1,130,,,,,2020-10-30
生マイワシ,長崎,生鮮,3.6,95,,,,,2020-10-17
生マイワシ,長崎,生鮮,4.8,83,,,,,2020-11-11
生マイワシ,長崎,生鮮,8.0,118,,,,,2021-02-06
生マイワシ,長崎,生鮮,0.0,330,,,,,2020-08-17
生マイワシ,長崎,生鮮,0.1,846,,,,,2020-11-04
生マイワシ,長崎,生鮮,0.1,"1,013",,,,,2020-11-21
生マイワシ,長崎,生鮮,0.1,986,,,,,2020-12-18
生マイワシ,長崎,生鮮,0.1,941,,,,,2020-12-15
生マイワシ,長崎,生鮮,0.1,945,,,,,2020-12-14
生マイワシ,長崎,生鮮,0.1,"1,026",,,,,2020-12-17
生マイワシ,長崎,生鮮,0.2,835,,,,,2020-09-29
生マイワシ,長崎,生鮮,0.2,880,,,,,2020-11-05
生マイワシ,長崎,生鮮,0.2,878,,,,,2020-10-10
生マイワシ,長崎,生鮮,0.2,594,,,,,2020-10-24
生マイワシ,長崎,生鮮,0.2,513,,,,,2020-11-12
生マイワシ,長崎,生鮮,0.2,508,,,,,2020-11-25
生マイワシ,長崎,生鮮,0.2,707,,,,,2021-01-06
生マイワシ,長崎,生鮮,0.2,452,,,,,2021-01-13
生マイワシ,長崎,生鮮,0.2,529,,,,,2021-01-19
生マイワシ,長崎,生鮮,0.2,486,,,,,2021-01-26
生マイワシ,長崎,生鮮,0.3,729,,,,,2020-10-09
生マイワシ,長崎,生鮮,0.3,584,,,,,2020-11-07
生マイワシ,長崎,生鮮,0.3,473,,,,,2020-11-27
生マイワシ,長崎,生鮮,0.3,581,,,,,2020-11-14
生マイワシ,長崎,生鮮,0.3,494,,,,,2020-12-11
生マイワシ,長崎,生鮮,0.3,736,,,,,2020-12-23
生マイワシ,長崎,生鮮,0.3,675,,,,,2020-12-19
生マイワシ,長崎,生鮮,0.3,629,,,,,2021-01-14
生マイワシ,長崎,生鮮,0.3,530,,,,,2021-01-21
生マイワシ,長崎,生鮮,0.4,616,,,,,2020-09-12
生マイワシ,長崎,生鮮,0.4,715,,,,,2020-11-02
生マイワシ,長崎,生鮮,0.4,527,,,,,2020-10-31
生マイワシ,長崎,生鮮,0.4,449,,,,,2020-11-19
生マイワシ,長崎,生鮮,0.4,490,,,,,2020-11-20
生マイワシ,長崎,生鮮,0.4,448,,,,,2020-11-28
生マイワシ,長崎,生鮮,0.4,663,,,,,2020-12-12
生マイワシ,長崎,生鮮,0.4,281,,,,,2021-01-16
生マイワシ,長崎,生鮮,0.4,357,,,,,2021-02-25
生マイワシ,長崎,生鮮,0.4,456,,,,,2021-03-06
生マイワシ,長崎,生鮮,0.5,727,,,,,2020-08-18
生マイワシ,長崎,生鮮,0.5,494,,,,,2020-09-14
生マイワシ,長崎,生鮮,0.6,362,,,,,2020-08-21
生マイワシ,長崎,生鮮,0.6,369,,,,,2020-09-15
生マイワシ,長崎,生鮮,0.6,408,,,,,2020-09-19
生マイワシ,長崎,生鮮,0.6,504,,,,,2020-09-28
生マイワシ,長崎,生鮮,0.6,569,,,,,2021-02-02
生マイワシ,長崎,生鮮,0.7,516,,,,,2021-01-30
生マイワシ,長崎,生鮮,1.1,357,,,,,2021-02-13
生マイワシ,長崎,生鮮,1.2,341,,,,,2021-01-23
生マイワシ,長崎,生鮮,1.2,359,,,,,2021-03-02
生マイワシ,長崎,生鮮,1.3,327,,,,,2020-10-14
生マイワシ,長崎,生鮮,1.4,443,,,,,2021-01-29
生マイワシ,長崎,生鮮,1.4,340,,,,,2021-02-12
生クルマエビ,長崎,生鮮,0.0,"7,776",,,,,2020-08-18
生クルマエビ,長崎,生鮮,0.0,"6,669",,,,,2020-08-21
生クルマエビ,長崎,生鮮,0.0,"7,231",,,,,2020-09-14
生クルマエビ,長崎,生鮮,0.0,"6,247",,,,,2020-09-12
生クルマエビ,長崎,生鮮,0.0,"5,786",,,,,2020-09-15
生クルマエビ,長崎,生鮮,0.0,"5,695",,,,,2020-09-21
生クルマエビ,長崎,生鮮,0.0,"5,969",,,,,2020-10-14
生クルマエビ,長崎,生鮮,0.0,"7,803",,,,,2020-10-21
生クルマエビ,長崎,生鮮,0.0,"5,376",,,,,2020-10-28
生クルマエビ,長崎,生鮮,0.0,"5,308",,,,,2020-10-30
生クルマエビ,長崎,生鮮,0.0,"4,432",,,,,2020-11-02
生クルマエビ,長崎,生鮮,0.0,"5,333",,,,,2020-11-04
生クルマエビ,長崎,生鮮,0.0,"7,344",,,,,2020-11-05
生クルマエビ,長崎,生鮮,0.0,"6,298",,,,,2020-11-06
生クルマエビ,長崎,生鮮,0.0,"8,708",,,,,2020-10-17
生クルマエビ,長崎,生鮮,0.0,"4,860",,,,,2020-10-31
生クルマエビ,長崎,生鮮,0.0,"7,290",,,,,2020-10-24
生クルマエビ,長崎,生鮮,0.0,"5,594",,,,,2020-11-07
生クルマエビ,長崎,生鮮,0.0,"7,506",,,,,2020-11-09
生クルマエビ,長崎,生鮮,0.0,"5,359",,,,,2020-11-11
生クルマエビ,長崎,生鮮,0.0,"5,319",,,,,2020-11-12
生クルマエビ,長崎,生鮮,0.0,"4,621",,,,,2020-11-19
生クルマエビ,長崎,生鮮,0.0,"3,892",,,,,2020-11-24
生クルマエビ,長崎,生鮮,0.0,"4,137",,,,,2020-11-27
生クルマエビ,長崎,生鮮,0.0,"5,336",,,,,2020-11-21
生クルマエビ,長崎,生鮮,0.0,"7,020",,,,,2020-11-14
生クルマエビ,長崎,生鮮,0.0,"3,944",,,,,2020-11-23
生クルマエビ,長崎,生鮮,0.0,"5,580",,,,,2020-11-28
生クルマエビ,長崎,生鮮,0.0,"5,596",,,,,2020-12-05
生クルマエビ,長崎,生鮮,0.0,"4,342",,,,,2020-12-11
生クルマエビ,長崎,生鮮,0.0,"5,397",,,,,2020-12-18
生クルマエビ,長崎,生鮮,0.0,"5,227",,,,,2020-12-23
生クルマエビ,長崎,生鮮,0.0,"4,802",,,,,2020-12-12
生クルマエビ,長崎,生鮮,0.0,"6,069",,,,,2020-12-19
生クルマエビ,長崎,生鮮,0.0,"5,108",,,,,2020-12-14
生クルマエビ,長崎,生鮮,0.0,"4,627",,,,,2021-01-14
生クルマエビ,長崎,生鮮,0.0,"4,104",,,,,2021-01-21
生クルマエビ,長崎,生鮮,0.0,"9,504",,,,,2020-12-30
生クルマエビ,長崎,生鮮,0.0,"3,969",,,,,2021-01-16
生クルマエビ,長崎,生鮮,0.0,"4,709",,,,,2021-01-23
生クルマエビ,長崎,生鮮,0.0,"8,605",,,,,2021-02-12
生クルマエビ,長崎,生鮮,0.0,"6,164",,,,,2021-02-06
生クルマエビ,長崎,生鮮,0.0,"8,424",,,,,2021-02-25
生クルマエビ,長崎,生鮮,0.0,"8,208",,,,,2021-03-02
生クルマエビ,長崎,生鮮,0.0,"4,622",,,,,2021-03-06
生クルマエビ,長崎,生鮮,0.1,"3,569",,,,,2020-11-25
生スルメイカ,長崎,生鮮,10.0,562,,,,,2020-10-09
生スルメイカ,長崎,生鮮,3.9,487,,,,,2020-10-14
生スルメイカ,長崎,生鮮,33.1,509,,,,,2020-10-21
生スルメイカ,長崎,生鮮,2.2,526,,,,,2020-11-05
生スルメイカ,長崎,生鮮,3.2,530,,,,,2020-11-06
生スルメイカ,長崎,生鮮,15.9,520,,,,,2020-10-17
生スルメイカ,長崎,生鮮,3.5,528,,,,,2020-10-31
生スルメイカ,長崎,生鮮,3.1,403,,,,,2020-11-19
生スルメイカ,長崎,生鮮,2.9,525,,,,,2020-12-05
生スルメイカ,長崎,生鮮,3.7,499,,,,,2020-12-11
生スルメイカ,長崎,生鮮,2.2,581,,,,,2020-12-18
生スルメイカ,長崎,生鮮,8.2,550,,,,,2020-12-23
生スルメイカ,長崎,生鮮,2.6,514,,,,,2020-12-12
生スルメイカ,長崎,生鮮,2.4,517,,,,,2020-12-14
生スルメイカ,長崎,生鮮,2.5,375,,,,,2021-01-29
生スルメイカ,長崎,生鮮,2.1,372,,,,,2021-02-09
生スルメイカ,長崎,生鮮,7.3,447,,,,,2021-02-12
生スルメイカ,長崎,生鮮,4.9,415,,,,,2021-02-13
生スルメイカ,長崎,生鮮,0.0,300,,,,,2020-08-17
生スルメイカ,長崎,生鮮,0.0,926,,,,,2021-01-13
生スルメイカ,長崎,生鮮,0.1,665,,,,,2020-09-28
生スルメイカ,長崎,生鮮,0.1,675,,,,,2021-01-14
生スルメイカ,長崎,生鮮,0.1,614,,,,,2021-01-16
生スルメイカ,長崎,生鮮,0.1,381,,,,,2021-03-06
生スルメイカ,長崎,生鮮,0.2,393,,,,,2020-09-21
生スルメイカ,長崎,生鮮,0.2,391,,,,,2020-11-25
生スルメイカ,長崎,生鮮,0.2,400,,,,,2020-11-28
生スルメイカ,長崎,生鮮,0.2,648,,,,,2021-01-19
生スルメイカ,長崎,生鮮,0.3,320,,,,,2020-09-12
生スルメイカ,長崎,生鮮,0.3,590,,,,,2021-01-23
生スルメイカ,長崎,生鮮,0.3,279,,,,,2021-03-02
生スルメイカ,長崎,生鮮,0.5,585,,,,,2020-09-14
生スルメイカ,長崎,生鮮,0.5,552,,,,,2020-09-19
生スルメイカ,長崎,生鮮,0.5,486,,,,,2020-11-27
生スルメイカ,長崎,生鮮,0.5,607,,,,,2021-01-26
生スルメイカ,長崎,生鮮,0.6,497,,,,,2020-11-20
生スルメイカ,長崎,生鮮,0.6,533,,,,,2020-11-24
生スルメイカ,長崎,生鮮,0.7,466,,,,,2020-11-11
生スルメイカ,長崎,生鮮,0.7,547,,,,,2020-11-14
生スルメイカ,長崎,生鮮,0.7,718,,,,,2021-01-21
生スルメイカ,長崎,生鮮,0.8,601,,,,,2020-09-15
生スルメイカ,長崎,生鮮,0.8,554,,,,,2020-11-21
生スルメイカ,長崎,生鮮,0.8,159,,,,,2021-02-02
生スルメイカ,長崎,生鮮,0.9,551,,,,,2020-11-04
生スルメイカ,長崎,生鮮,0.9,437,,,,,2020-11-23
生スルメイカ,長崎,生鮮,1.0,641,,,,,2020-12-17
生スルメイカ,長崎,生鮮,1.1,587,,,,,2020-12-19
生スルメイカ,長崎,生鮮,1.4,421,,,,,2020-08-21
生スルメイカ,長崎,生鮮,1.4,526,,,,,2020-10-24
生スルメイカ,長崎,生鮮,1.5,562,,,,,2020-08-18
生スルメイカ,長崎,生鮮,1.5,445,,,,,2020-11-09
生スルメイカ,長崎,生鮮,1.5,437,,,,,2020-11-12
生スルメイカ,長崎,生鮮,1.5,447,,,,,2021-01-30
生スルメイカ,長崎,生鮮,1.5,548,,,,,2021-02-25
生スルメイカ,長崎,生鮮,1.6,512,,,,,2020-11-07
生スルメイカ,長崎,生鮮,1.8,453,,,,,2020-10-28
生スルメイカ,長崎,生鮮,1.8,524,,,,,2020-10-30
生スルメイカ,長崎,生鮮,1.8,397,,,,,2021-02-06
生ハマチ(養殖),長崎,生鮮,2.1,666,,,,,2020-08-18
生ハマチ(養殖),長崎,生鮮,7.5,814,,,,,2020-11-14
生ハマチ(養殖),長崎,生鮮,2.2,710,,,,,2020-12-16
生ハマチ(養殖),長崎,生鮮,2.7,692,,,,,2020-12-29
生ハマチ(養殖),長崎,生鮮,2.4,686,,,,,2021-01-23
生ハマチ(養殖),長崎,生鮮,0.0,594,,,,,2020-10-09
生ハマチ(養殖),長崎,生鮮,0.0,429,,,,,2020-11-02
生ハマチ(養殖),長崎,生鮮,0.0,211,,,,,2020-11-04
生ハマチ(養殖),長崎,生鮮,0.0,434,,,,,2020-10-24
生ハマチ(養殖),長崎,生鮮,0.0,398,,,,,2020-11-09
生ハマチ(養殖),長崎,生鮮,0.0,425,,,,,2020-12-11
生ハマチ(養殖),長崎,生鮮,0.0,308,,,,,2020-12-19
生ハマチ(養殖),長崎,生鮮,0.0,609,,,,,2020-12-15
生ハマチ(養殖),長崎,生鮮,0.0,356,,,,,2021-03-06
生ハマチ(養殖),長崎,生鮮,0.1,234,,,,,2020-08-21
生ハマチ(養殖),長崎,生鮮,0.1,376,,,,,2020-11-05
生ハマチ(養殖),長崎,生鮮,0.1,391,,,,,2020-10-10
生ハマチ(養殖),長崎,生鮮,0.1,353,,,,,2020-11-19
生ハマチ(養殖),長崎,生鮮,0.1,330,,,,,2020-11-27
生ハマチ(養殖),長崎,生鮮,0.1,445,,,,,2020-11-21
生ハマチ(養殖),長崎,生鮮,0.1,425,,,,,2020-11-23
生ハマチ(養殖),長崎,生鮮,0.1,473,,,,,2020-12-05
生ハマチ(養殖),長崎,生鮮,0.1,435,,,,,2020-12-18
生ハマチ(養殖),長崎,生鮮,0.1,345,,,,,2020-12-12
生ハマチ(養殖),長崎,生鮮,0.1,420,,,,,2020-12-14
生ハマチ(養殖),長崎,生鮮,0.1,453,,,,,2021-01-14
生ハマチ(養殖),長崎,生鮮,0.1,408,,,,,2021-01-19
生ハマチ(養殖),長崎,生鮮,0.1,417,,,,,2021-01-26
生ハマチ(養殖),長崎,生鮮,0.1,449,,,,,2021-01-29
生ハマチ(養殖),長崎,生鮮,0.1,498,,,,,2021-02-02
生ハマチ(養殖),長崎,生鮮,0.1,401,,,,,2021-03-02
生ハマチ(養殖),長崎,生鮮,0.2,467,,,,,2020-11-12
生ハマチ(養殖),長崎,生鮮,0.3,342,,,,,2020-09-19
生ハマチ(養殖),長崎,生鮮,0.3,493,,,,,2020-11-11
生ハマチ(養殖),長崎,生鮮,0.5,642,,,,,2020-10-17
生ハマチ(養殖),長崎,生鮮,0.6,470,,,,,2021-01-16
生ハマチ(養殖),長崎,生鮮,0.6,797,,,,,2021-02-09
生ハマチ(養殖),長崎,生鮮,0.8,630,,,,,2020-09-15
生ハマチ(養殖),長崎,生鮮,0.9,668,,,,,2020-11-28
生ハマチ(養殖),長崎,生鮮,1.0,742,,,,,2020-12-23
生ハマチ(養殖),長崎,生鮮,1.2,685,,,,,2020-09-12
生ハマチ(養殖),長崎,生鮮,1.3,687,,,,,2020-11-24
生ハマチ(養殖),長崎,生鮮,1.4,657,,,,,2020-09-28
生ハマチ(養殖),長崎,生鮮,1.5,688,,,,,2020-08-17
生ハマチ(養殖),長崎,生鮮,1.5,683,,,,,2020-10-31
生ハマチ(養殖),長崎,生鮮,1.5,666,,,,,2020-11-07
生ハマチ(養殖),長崎,生鮮,1.5,696,,,,,2020-11-20
生ハマチ(養殖),長崎,生鮮,1.6,625,,,,,2020-09-21
生ハマチ(養殖),長崎,生鮮,1.8,688,,,,,2021-01-30
生ヒラメ(養殖),長崎,生鮮,0.0,"1,073",,,,,2020-09-14
生ヒラメ(養殖),長崎,生鮮,0.0,"1,555",,,,,2020-09-12
生ヒラメ(養殖),長崎,生鮮,0.0,945,,,,,2020-09-28
生ヒラメ(養殖),長崎,生鮮,0.0,518,,,,,2020-09-29
生ヒラメ(養殖),長崎,生鮮,0.0,"3,376",,,,,2020-10-14
生ヒラメ(養殖),長崎,生鮮,0.0,"2,174",,,,,2020-10-21
生ヒラメ(養殖),長崎,生鮮,0.0,"1,623",,,,,2020-10-28
生ヒラメ(養殖),長崎,生鮮,0.0,"1,749",,,,,2020-10-30
生ヒラメ(養殖),長崎,生鮮,0.0,"2,137",,,,,2020-11-02
生ヒラメ(養殖),長崎,生鮮,0.0,"1,721",,,,,2020-11-04
生ヒラメ(養殖),長崎,生鮮,0.0,"1,015",,,,,2020-11-05
生ヒラメ(養殖),長崎,生鮮,0.0,"1,918",,,,,2020-11-06
生ヒラメ(養殖),長崎,生鮮,0.0,"1,330",,,,,2020-10-17
生ヒラメ(養殖),長崎,生鮮,0.0,621,,,,,2020-10-31
生ヒラメ(養殖),長崎,生鮮,0.0,"3,077",,,,,2020-10-24
生ヒラメ(養殖),長崎,生鮮,0.0,"1,816",,,,,2020-11-07
生ヒラメ(養殖),長崎,生鮮,0.0,"1,522",,,,,2020-11-09
生ヒラメ(養殖),長崎,生鮮,0.0,"2,095",,,,,2020-11-11
生ヒラメ(養殖),長崎,生鮮,0.0,"1,227",,,,,2020-11-12
生ヒラメ(養殖),長崎,生鮮,0.0,"1,515",,,,,2020-11-19
生ヒラメ(養殖),長崎,生鮮,0.0,"2,662",,,,,2020-11-20
生ヒラメ(養殖),長崎,生鮮,0.0,"1,574",,,,,2020-11-24
生ヒラメ(養殖),長崎,生鮮,0.0,"1,367",,,,,2020-11-25
生ヒラメ(養殖),長崎,生鮮,0.0,"2,373",,,,,2020-11-21
生ヒラメ(養殖),長崎,生鮮,0.0,"1,157",,,,,2020-11-14
生ヒラメ(養殖),長崎,生鮮,0.0,"2,434",,,,,2020-12-15
生ヒラメ(養殖),長崎,生鮮,0.0,"2,010",,,,,2020-12-16
生ヒラメ(養殖),長崎,生鮮,0.0,"1,580",,,,,2020-12-17
生ヒラメ(養殖),長崎,生鮮,0.1,734,,,,,2020-08-21
生ヒラメ(養殖),長崎,生鮮,0.1,"1,516",,,,,2020-11-27
生ヒラメ(養殖),長崎,生鮮,0.1,"1,715",,,,,2020-11-23
生ヒラメ(養殖),長崎,生鮮,0.1,"2,432",,,,,2020-11-28
生ヒラメ(養殖),長崎,生鮮,0.1,"2,098",,,,,2020-12-05
生ヒラメ(養殖),長崎,生鮮,0.1,"1,558",,,,,2020-12-11
生ヒラメ(養殖),長崎,生鮮,0.1,"1,797",,,,,2020-12-18
生ヒラメ(養殖),長崎,生鮮,0.1,"1,812",,,,,2020-12-12
生ヒラメ(養殖),長崎,生鮮,0.1,"1,844",,,,,2020-12-14
生ヒラメ(養殖),長崎,生鮮,0.1,"1,759",,,,,2020-12-29
生ヒラメ(養殖),長崎,生鮮,0.1,"2,665",,,,,2020-12-30
生ヒラメ(養殖),長崎,生鮮,0.2,"1,786",,,,,2020-08-18
生ヒラメ(養殖),長崎,生鮮,0.2,"1,900",,,,,2020-12-19
生ヒラメ(養殖),長崎,生鮮,0.2,"1,166",,,,,2021-02-02
生ヒラメ(養殖),長崎,生鮮,0.3,"1,866",,,,,2020-09-15
生ヒラメ(養殖),長崎,生鮮,0.3,"1,533",,,,,2020-12-23
生ヒラメ(養殖),長崎,生鮮,0.3,"1,532",,,,,2021-01-06
生ヒラメ(養殖),長崎,生鮮,0.3,"1,442",,,,,2021-01-14
生ヒラメ(養殖),長崎,生鮮,0.3,"1,787",,,,,2021-02-19
生ヒラメ(養殖),長崎,生鮮,0.4,"1,518",,,,,2021-03-06
生ヒラメ(養殖),長崎,生鮮,0.7,"1,840",,,,,2020-08-17
